id_evento_a,nombre_a,id_evento_b,nombre_b,deporte,disciplina,genero_a,genero_b,similitud,regla_detectada,auto_merge_candidate,razon,fuentes_a,fuentes_b,coexistencia_misma_fuente,tokens_extra_a,tokens_extra_b,perdida_multiplicidad,clasificacion_final,razon_refinada,semantic_key_a,semantic_key_b,distancia_a,distancia_b,peso_a,peso_b,modalidad_a,modalidad_b,clasificacion_phase5,razon_phase5
50,"Triple Jump, Men (Olympic)",1105,"Triple Jump, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.821429,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",,medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""jump"", ""triple""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""jump"", ""triple""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
50,"Triple Jump, Men (Olympic)",2783,Men's Triple Jump,Athletics,Athletics,MEN,MEN,0.55,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""jump"", ""triple""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""jump"", ""triple""]]",,,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
96,"Marathon, Men (Olympic)",2700,Men's Marathon,Athletics,Athletics,MEN,MEN,0.470588,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""marathon""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""marathon""]]",,,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
157,"Decathlon, Men (Olympic)",2959,Men's Decathlon,Athletics,Athletics,MEN,MEN,0.5,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""decathlon""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""decathlon""]]",,,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
375,"Discus Throw, Men (Intercalated)",376,"Discus Throw, Greek Style, Men (Intercalated)",Athletics,Athletics,MEN,MEN,0.828571,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1906', 'Intercalated Games')]",,greek style,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""discus"", ""intercalated"", ""throw""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""discus"", ""greek"", ""intercalated"", ""style"", ""throw""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
376,"Discus Throw, Greek Style, Men (Intercalated)",1057,"Discus Throw, Greek Style, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.805195,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,intercalated,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""discus"", ""greek"", ""intercalated"", ""style"", ""throw""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""discus"", ""greek"", ""style"", ""throw""]]",,,,,,,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
379,"Unlimited, Two Hands, Men (Intercalated)",735,"Unlimited, Two Hands, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.776119,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,intercalated,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""hands"", ""intercalated"", ""two"", ""unlimited""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""hands"", ""two"", ""unlimited""]]",,,,,,,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
383,"Shot Put, Men (Olympic)",1084,"Shot Put, Both Hands, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.784314,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1912', 'Summer')]",,both hands,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""shot""], [], [], [], [""put""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""shot""], [], [], [], [""both"", ""hands"", ""put""]]",,,,,shot,shot,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
383,"Shot Put, Men (Olympic)",1157,"Shot Put, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",,medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""shot""], [], [], [], [""put""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""shot""], [], [], [], [""put""]]",,,,,shot,shot,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
383,"Shot Put, Men (Olympic)",2736,Men's Shot Put,Athletics,Athletics,MEN,MEN,0.470588,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""shot""], [], [], [], [""put""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""shot""], [], [], [], [""put""]]",,,,,shot,shot,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
384,"Shot Put, Handicap, Men (Olympic (non-medal))",1157,"Shot Put, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.869565,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",handicap,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""shot""], [], [], [], [""handicap"", ""put""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""shot""], [], [], [], [""put""]]",,,,,shot,shot,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
388,"High Jump, Men (Olympic (non-medal))",389,"High Jump, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.873239,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",,handicap,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""high"", ""jump""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""handicap"", ""high"", ""jump""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
391,"56-pound Weight Throw, Men (Olympic)",392,"56-pound Weight Throw, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.868421,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",,medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""56"", ""pound"", ""throw"", ""weight""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""56"", ""pound"", ""throw"", ""weight""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
391,"56-pound Weight Throw, Men (Olympic)",1070,"56-pound Weight Throw, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.776471,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",,handicap medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""56"", ""pound"", ""throw"", ""weight""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""56"", ""handicap"", ""pound"", ""throw"", ""weight""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
392,"56-pound Weight Throw, Men (Olympic (non-medal))",1070,"56-pound Weight Throw, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.905263,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",,handicap,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""56"", ""pound"", ""throw"", ""weight""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""56"", ""handicap"", ""pound"", ""throw"", ""weight""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
393,"Discus Throw, Men (Olympic)",394,"Discus Throw, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.827586,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",,medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""discus"", ""throw""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""discus"", ""throw""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
393,"Discus Throw, Men (Olympic)",1056,"Discus Throw, Both Hands, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.813559,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1912', 'Summer')]",,both hands,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""discus"", ""throw""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""both"", ""discus"", ""hands"", ""throw""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
393,"Discus Throw, Men (Olympic)",1057,"Discus Throw, Greek Style, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1908', 'Summer')]",,greek style,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""discus"", ""throw""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""discus"", ""greek"", ""style"", ""throw""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
393,"Discus Throw, Men (Olympic)",2951,Men's Discus Throw,Athletics,Athletics,MEN,MEN,0.571429,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""discus"", ""throw""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""discus"", ""throw""]]",,,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
394,"Discus Throw, Men (Olympic (non-medal))",396,"Discus Throw, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.883117,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",,handicap,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""discus"", ""throw""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""discus"", ""handicap"", ""throw""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
395,"Hammer Throw, Men (Olympic)",1109,"Hammer Throw, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.827586,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",,medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""hammer"", ""throw""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""hammer"", ""throw""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
395,"Hammer Throw, Men (Olympic)",2869,Men's Hammer Throw,Athletics,Athletics,MEN,MEN,0.571429,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""hammer"", ""throw""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""hammer"", ""throw""]]",,,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
397,"Hammer Throw, Handicap, Men (Olympic (non-medal))",1109,"Hammer Throw, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.883117,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1904', 'Summer')]",handicap,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""hammer"", ""handicap"", ""throw""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""hammer"", ""throw""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
398,"Javelin Throw, Men (Olympic)",399,"Javelin Throw, Both Hands, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.819672,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1912', 'Summer')]",,both hands,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""javelin"", ""throw""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""both"", ""hands"", ""javelin"", ""throw""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
398,"Javelin Throw, Men (Olympic)",1065,"Javelin Throw, Freestyle, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.833333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1908', 'Summer')]",,freestyle,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""javelin"", ""throw""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""freestyle""], [], [], [], [""javelin"", ""throw""]]",,,,,,freestyle,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
398,"Javelin Throw, Men (Olympic)",2696,Men's Javelin Throw,Athletics,Athletics,MEN,MEN,0.590909,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""javelin"", ""throw""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""javelin"", ""throw""]]",,,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
467,"200 metres, Men (Olympic)",733,"Military Rifle, 200 metres, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.745763,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,military rifle,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""200:m""], [], [], []]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""200:m""], [], [], [""military"", ""rifle""]]",200:m,200:m,,,,,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
467,"200 metres, Men (Olympic)",853,"1,200 metres Freestyle, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.785714,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,1 freestyle,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""200:m""], [], [], []]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""freestyle""], [""1200:m""], [], [], []]",200:m,1200:m,,,,freestyle,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
467,"200 metres, Men (Olympic)",1060,"3,200 metres Steeplechase, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.745763,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1908', 'Summer')]",,3 steeplechase,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""200:m""], [], [], []]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""3200:m""], [], [], [""steeplechase""]]",200:m,3200:m,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
467,"200 metres, Men (Olympic)",1073,"200 metres Hurdles, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.846154,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1900', 'Summer'), ('1904', 'Summer')]",,hurdles,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""200:m""], [], [], []]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""200:m""], [], [], [""hurdles""]]",200:m,200:m,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
467,"200 metres, Men (Olympic)",1127,"200 metres Breaststroke, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.77193,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer'), ('1928', 'Summer'), ('1932', 'Summer'), ('1936', 'Summer'), ('1948', 'Summer'), ('1952', 'Summer'), ('1956', 'Summer'), ('1960', 'Summer'), ('1964', 'Summer'), ('1968', 'Summer'), ('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",,breaststroke,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""200:m""], [], [], []]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""200:m""], [], [], [""breaststroke""]]",200:m,200:m,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
528,"100 metres, Men (Intercalated)",895,"100 metres Freestyle, Men (Intercalated)",Athletics,Athletics,MEN,MEN,0.84375,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1906', 'Intercalated Games')]",,freestyle,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""100:m""], [], [], [""intercalated""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], [""intercalated""]]",100:m,100:m,,,,freestyle,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
529,"High Jump, Men (Intercalated)",564,"Standing High Jump, Men (Intercalated)",Athletics,Athletics,MEN,MEN,0.852459,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1906', 'Intercalated Games')]",,standing,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""high"", ""intercalated"", ""jump""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""high"", ""intercalated"", ""jump"", ""standing""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
530,"Long Jump, Men (Intercalated)",544,"Standing Long Jump, Men (Intercalated)",Athletics,Athletics,MEN,MEN,0.852459,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1906', 'Intercalated Games')]",,standing,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""intercalated"", ""jump"", ""long""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""intercalated"", ""jump"", ""long"", ""standing""]]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
544,"Standing Long Jump, Men (Intercalated)",561,"Standing Long Jump, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.769231,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,intercalated,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""intercalated"", ""jump"", ""long"", ""standing""]]","[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""jump"", ""long"", ""standing""]]",,,,,,,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
